run_id,pattern,variant,avg_brier_raw,avg_brier_cal,avg_bss_raw,avg_bss_cal,avg_auc_raw,avg_auc_cal,avg_sep_cal,avg_event_rate,avg_mean_p_raw,avg_mean_p_cal,avg_abs_bias_cal,avg_ece_cal,avg_std_p_raw,avg_std_p_cal,sigma_sources,rank_brier_cal_within_pattern,rank_auc_cal_within_pattern,rank_bss_cal_within_pattern
exp_exp_cluster_dyn_volscaled,cluster,dyn_volscaled,0.05130328438158508,0.05044954896068854,-0.025555225071988596,-0.009180447278083278,0.5279063961206837,0.5108188537494496,0.0005933450361944222,0.05279915898794311,0.08418065022974096,0.0633595837208517,0.010560424732908571,0.010560424732908585,0.017358046225259344,0.01935748524074513,{'gjr_garch': 2948},2.0,2.0,3.0
exp_exp_cluster_inst_fixed_multi,cluster,inst_fixed_multi,0.05152029260260164,0.051463106603436136,0.13202851268469637,0.13837351293319652,0.8167484472565767,0.8055319940390461,0.11712988290056654,0.06413000576568878,0.09216289080370314,0.08277449809648396,0.01864449233079518,0.027390170010122377,0.06192115749957549,0.06219517198591984,{'gjr_garch': 2948},3.0,1.0,1.0
exp_exp_cluster_legacy,cluster,legacy,0.04820382304887897,0.04831169335972416,-0.001142129507799942,-0.0032037835347583274,0.48934012093952833,0.47229055369876444,-0.00034251433028951544,0.050756365264757186,0.04722490235975956,0.045216389640184956,0.005539975624572237,0.0055399756245721994,0.001163382299984512,0.00835085170296617,{'garch': 2948},1.0,3.0,2.0
exp_exp_jump_dyn_volscaled,jump,dyn_volscaled,0.04826138273854206,0.048557036721938375,0.004310234594244067,-0.0018892438123598125,0.5741451012741828,0.5153846687004281,0.0018105716221814491,0.05108182946753278,0.05649259170882456,0.05766571962148145,0.006583890153948664,0.006583890153948735,0.010498569595064724,0.013676407312620422,{'gjr_garch': 2948},2.0,1.0,1.0
exp_exp_jump_inst_fixed_multi,jump,inst_fixed_multi,0.2221971280664482,0.2203687884570078,-0.031308820597208964,-0.021657289551686814,0.47019010408903456,0.46716541193716593,-0.002403201219387946,0.38092765795384037,0.43705042027839786,0.42230667866289967,0.041379020709059265,0.058547285455975547,0.04252703395245961,0.04223169978769992,{'gjr_garch': 2948},3.0,2.0,3.0
exp_exp_jump_legacy,jump,legacy,0.048180938522799234,0.04843399710631347,-0.00032153215558731557,-0.00566551068736169,0.5015355307815618,0.45115111859781404,-0.0011196999630685503,0.05074204211187128,0.0470714059322358,0.05298339788651504,0.002574671898101339,0.002574671898101346,0.0011354542555343137,0.010791572814845857,{'garch': 2948},1.0,3.0,2.0
exp_exp_trend_dyn_volscaled,trend,dyn_volscaled,0.05609000770260492,0.056385432312775374,-0.0013725908365840311,-0.006369173547321842,0.5231326763148382,0.3921298591784015,-0.002540089369294995,0.059611564044106745,0.06855848482047727,0.06307226689107032,0.004356244719340018,0.004356244719340034,0.003286788409671076,0.006801319771282566,{'gjr_garch': 2948},2.0,2.0,1.0
exp_exp_trend_inst_fixed_multi,trend,inst_fixed_multi,0.11282667346092706,0.11294032568076284,-0.008233548891905121,-0.007829087992054987,0.4762599466771474,0.4569553062682752,-0.0019817857780167433,0.1417668692038693,0.1591334454392814,0.15417317042601877,0.012406301222149476,0.014703957169981623,0.008964739055820367,0.01037569932933404,{'gjr_garch': 2948},3.0,1.0,3.0
exp_exp_trend_legacy,trend,legacy,0.055497733801545095,0.055739366627610525,-0.0028511076801874444,-0.007134314350779158,0.4961626814243513,0.38806730605029954,-0.0026809607159257037,0.05881427507234236,0.04720700075863896,0.05256645465388565,0.0062478204184567105,0.006247820418456632,0.0011793487485255072,0.006689476274676626,{'garch': 2948},1.0,3.0,2.0
